District,ELA_Proficiency,ELA_Proficiency_LowIncome,ELA_Proficiency_CWD,Math_Proficiency,Math_Proficiency_LowIncome,Math_Proficiency_CWD,Science_Proficiency,Science_Proficiency_LowIncome,Science_Proficiency_CWD,missing_frac,missing_count
DIMMICK COMMUNITY CONSOLIDATED SD #175,66.3,62.03082231429698,52.69651281549658,38.0,27.98704351783226,29.24041139129136,38.2,34.74754922174867,36.922429782456554,0.6,6.0
DISTRICT 50 SCHOOLS,36.25,25.7,25.375110252797633,26.65,20.6,13.368826638176204,43.1,35.2,36.95731503116567,0.3,3.0
DIXON USD 170,41.25,33.849999999999994,16.5,41.9,32.0,16.7,32.6,25.5,21.884424716905823,0.1,1.0
DOLTON SD 148,27.2,27.03333333333333,19.540632185754646,13.466666666666669,13.383333333333333,14.841726873420043,38.5,40.0,45.31634874555999,0.3,3.0
DOLTON SD 149,23.860000000000003,23.64,4.023713174355498,14.24,14.14,2.7105903295916343,20.362047815740627,23.178353242597932,22.711526235595986,0.5,5.0
DONGOLA USD 66,27.1,27.1,20.049260806702108,20.8,20.8,28.928820368989506,22.545979753642065,20.983724754756313,13.294965924423856,0.5,5.0
DONOVAN CUSD 3,61.3,58.5,40.65394331903761,65.3,63.4,36.10002927058766,63.0,75.0,45.82035479920783,0.3,3.0
DOWNERS GROVE GSD 58,73.36363636363636,45.214285714285715,47.04545454545455,68.23636363636363,36.0,46.29090909090909,63.43636363636363,39.708912625256005,50.0,0.1,1.0
DU QUOIN CUSD 300,52.5,45.150000000000006,50.27617648211254,32.8,24.2,46.34816466689035,38.7,29.0,61.92871470913922,0.3,3.0
DUNLAP CUSD 323,74.32000000000001,45.35,43.760000000000005,67.66,36.9,38.475,58.5,36.685965854480884,47.8,0.1,1.0
DURAND CUSD 322,66.9,52.0,32.4,59.9,49.3,29.4,43.8,28.15858869980328,15.062874620305923,0.2,2.0
DWIGHT COMMON SD 232,47.0,36.2,20.0,26.0,20.8,12.443256273846119,44.9,33.3,30.090985903342947,0.2,2.0
EARLVILLE CUSD 9,42.4,45.6,21.771098308269785,40.8,37.3,34.17139367829456,37.2,27.895674910751772,18.298784821835774,0.4,4.0
EAST ALTON SD 13,31.5,27.5,22.10540674206404,18.4,14.3,14.901392852002816,20.0,24.05559470319207,38.308223226656956,0.4,4.0
EAST COLOMA - NELSON CESD 20,65.7,52.6,52.552622935795085,37.1,27.6,48.01329479074837,59.1,44.66704972663224,65.19800874035369,0.4,4.0
EAST DUBUQUE USD 119,71.7,60.2,42.43924714676396,59.2,48.4,41.9429577582862,60.0,42.83629438199781,46.02186009023513,0.4,4.0
EAST MAINE SD 63,44.68,36.06,34.9,40.18,30.74,30.2,40.3,35.025,48.40364456087805,0.1,1.0
EAST MOLINE SD 37,27.65,25.9,22.112157329696362,18.9,17.733333333333334,19.27919728955723,42.84863969723619,35.863477550677715,29.45378958163827,0.5,5.0
EAST PEORIA SD 86,41.53333333333333,33.166666666666664,28.68297842689092,41.13333333333333,32.13333333333333,27.867698946071513,49.2,59.1,28.887443092186132,0.3,3.0
EAST PRAIRIE SD 73,73.2,65.2,33.2,53.4,46.8,27.6,56.2,41.3,40.59086461734307,0.1,1.0
EAST ST LOUIS SD 189,35.1,35.1,23.199785575735696,22.2,22.2,18.340519447902306,14.3,14.3,5.006525173783501,0.3,3.0
EASTLAND CUSD 308,66.1,54.6,41.8,60.4,51.0,33.96769333060734,68.6,47.6,37.03749260116474,0.2,2.0
EDGAR COUNTY CUD 6,40.0,27.16788669968352,26.857712550121512,42.5,24.530557684743634,35.49470997163929,36.7275914925212,27.835602970383636,53.260322109156796,0.7,7.0
EDINBURG CUSD 4,38.61126629205663,46.479056846656306,27.039456754222016,28.349686518287143,37.73983941276016,32.69666664795391,24.427377715222942,38.11782257449691,26.78226247948522,0.9,9.0
EDWARDS COUNTY CUSD 1,73.75,66.2,27.8,42.85,37.2,19.022310827078133,42.099999999999994,27.8,-7.342543422987138,0.2,2.0
EDWARDSVILLE CUSD 7,57.925,37.775,24.433333333333337,55.849999999999994,30.3,25.46666666666667,56.175,37.5,24.53493532886796,0.1,1.0
EFFINGHAM CUSD 40,54.0,42.2,13.8,43.0,34.4,16.5,40.6,38.7,34.770366474327645,0.1,1.0
EGYPTIAN CUSD 5,20.8,20.0,-2.2233279039844422,-0.24136526094185978,6.774491463340697,-4.569186680513789,11.232642450163464,17.718541702277214,26.000665391439142,0.7,7.0
EL PASO-GRIDLEY CUSD 11,56.4,44.6,37.853509172420864,43.6,25.0,35.452367317839645,39.839470656930004,20.768032094632463,38.82359163838067,0.5,5.0
ELDORADO CUSD 4,41.5,33.3,26.7,48.3,38.9,32.7,23.9,8.501071164388792,21.66581157355862,0.2,2.0
ELGIN MATH AND SCIENCE ACADEMY CHARTER SCHOOL,48.1,37.5,25.0,30.5,21.8,12.50176939651221,40.0,32.0,32.96313780742478,0.2,2.0
ELMHURST SD 205,77.875,63.31666666666666,52.425,75.8625,40.86666666666667,52.8625,68.175,19.2,63.23333333333333,0.0,0.0
ELMWOOD CUSD 322,64.0,51.1,34.2,60.0,33.3,28.9,41.3,31.23327247090026,30.40382577849925,0.2,2.0
ELMWOOD PARK CUSD 401,55.2,46.5,20.8,47.2,39.95,22.2,41.75,29.1,15.80119154105618,0.1,1.0
ELVERADO CUSD 196,28.9,30.2,36.68493790929051,30.3,28.3,30.160869734226782,51.9,48.44774975985196,70.4956323103751,0.4,4.0
ELWOOD CCSD 203,57.5,48.5,27.0,51.7,36.8,34.64808838801727,49.2,47.6,29.82114367090659,0.2,2.0
EMMONS SD 33,68.7,59.8,39.6,55.9,41.2,31.8,56.1,47.63652585623467,40.992498806690236,0.2,2.0
ERIE CUSD 1,66.2,52.2,54.96405379471596,74.8,61.9,62.418578152881736,67.61892945226893,59.312642946358565,61.588755005711754,0.5,5.0
ESD 159,32.3,28.85,10.673537306363224,18.825,20.666666666666668,23.681975539310322,24.7,22.606928550339,38.13320177562263,0.4,4.0
ESWOOD CCSD 269,75.5,62.6,47.501214809028546,69.6,54.9,36.31743507808923,72.2,57.641601178835344,62.50933641190504,0.4,4.0
EUREKA CUD 140,79.96666666666667,42.6,44.86750401583653,63.23333333333333,40.7,44.4,57.75595021949788,40.16491210856889,36.40248996482168,0.4,4.0
EVANSTON CCSD 65,60.46666666666667,35.94166666666667,43.36,55.39166666666667,29.955555555555552,38.7,56.1,35.0,45.18,0.0,0.0
EVERGREEN PARK ESD 124,54.9,49.65,44.7,47.85,42.45,39.5,41.525,29.6,42.36937981917351,0.1,1.0
EWING NORTHERN CCSD 115,80.4,79.7,35.85881928946085,65.5,62.2,42.82081912846634,66.3,65.5,34.811357924624474,0.3,3.0
FAIRFIELD PSD 112,49.0,44.4,19.256157071509406,44.05,38.7,27.81571862954124,41.1,40.7,36.24065644808449,0.3,3.0
FAIRMONT SD 89,38.8,38.8,30.992131352616347,25.4,25.4,19.76023080422985,29.2,29.2,56.19641077384733,0.3,3.0
FAIRVIEW SD 72,75.4,68.8,35.0,56.7,47.7,24.7,65.5,59.0,45.05061543034017,0.1,1.0
FARMINGTON CENTRAL CUSD 265,48.9,35.4,26.2,45.3,34.1,21.5,35.3,35.67956974372726,42.04367001073649,0.2,2.0
FARRINGTON CCSD 99,59.4,41.07131139478015,24.389139126487727,43.8,31.261546038938707,9.4930068833561,43.24620709049461,26.16579108283183,8.446566688665392,0.7,7.0
FIELD CCSD 3,46.7,37.5,23.700613847249876,30.9,19.6,15.92858364697529,34.8,32.48651114385953,32.07803703374268,0.4,4.0
FIELDCREST CUSD 6,41.8,41.3,20.45972083830535,34.2,25.0,25.666943728831423,34.3,34.2,32.76722096700394,0.3,3.0
FISHER CUSD 1,62.6,50.0,37.9,48.5,40.0,26.941567971674658,34.6,23.439696388287572,10.304397204202456,0.3,3.0
FLANAGAN-CORNELL DIST 74,42.3,36.0,15.269327040861622,20.3,14.997149197135007,1.4581756088580713,52.8,41.45559575498738,28.2994353006815,0.5,5.0
FLORA CUSD 35,63.0,57.9,30.6,54.9,49.1,24.2,35.7,32.7,14.541696847769213,0.1,1.0
FLOSSMOOR SD 161,58.675,46.625,35.7,42.975,29.15,31.0,32.775,20.593183205838095,24.361038332230475,0.2,2.0
FORD HEIGHTS SD 169,16.3,16.0,35.34025514985335,2.453112517845257,9.773452778011666,20.77715458176095,36.623466999271024,38.3676865654983,64.28157415245543,0.7,7.0
FOREST PARK SD 91,50.3,39.1,24.5,35.1,24.0,26.643864541181316,33.9,26.1,23.983566324039074,0.2,2.0
FOREST RIDGE SD 142,58.25,49.1,23.1,49.05,42.45,32.7,46.2,35.599999999999994,35.1063569767917,0.1,1.0
FORRESTVILLE VALLEY CUSD 221,68.5,62.1,35.7,66.4,53.4,35.7,62.2,58.17896416596375,36.49570511584711,0.2,2.0
FOX LAKE GSD 114,36.9,33.3,10.217039916428101,36.1,30.4,25.07328692597568,38.203766165154185,21.464606328229124,23.54590891666915,0.5,5.0
FOX RIVER GROVE CONS SD 3,60.5,51.902463473922516,50.0,54.7,46.032361156653145,45.41145554212354,40.369733700754864,28.954354823462236,43.54128261850668,0.6,6.0
FRANKFORT CCSD 157C,82.8,68.11878917044375,57.5,80.8,68.56297443554344,56.8,65.3,55.05229256006132,54.5,0.3,3.0
FRANKFORT CUSD 168,45.5,41.4,16.7,31.1,25.2,15.2,35.8,28.6,39.345825200201986,0.1,1.0
FRANKLIN CUSD 1,63.0,57.51175388662692,42.135369264068025,47.8,38.98222856706312,24.356714113194688,42.05382272659448,36.778204671287554,27.20427923517121,0.7,7.0
FRANKLIN PARK SD 84,63.86666666666667,59.1,34.5,51.2,49.13333333333333,43.405104729143574,40.96666666666667,42.75,32.24484098478253,0.2,2.0
FREEBURG CCSD 70,73.9,52.9,32.6,57.7,40.0,30.5,64.9,45.0,39.4,0.0,0.0
FREEPORT SD 145,28.066666666666663,21.53333333333333,18.98512903475835,25.4,18.5,14.211655034513692,16.8,9.7,21.096584337908144,0.3,3.0
FREMONT SD 79,68.4,43.8,19.3,59.0,31.3,30.5,60.9,31.94883673590232,11.675679937687399,0.2,2.0
GALATIA CUSD 1,43.8,31.9,33.902759929982864,21.3,11.696737949979704,10.758491921359784,38.5,34.71222070811168,35.34616579450112,0.5,5.0
GALENA USD 120,65.4,48.8,20.3,55.3,37.2,25.0,52.3,33.3,19.95763953224059,0.1,1.0
GALESBURG CUSD 205,35.225,29.25,19.8,26.35,21.75,9.1,30.3,23.9,41.956348448490246,0.1,1.0
GALLATIN CUSD 7,51.9,46.4,22.27839512689316,38.1,30.4,23.52058703010261,43.144409997102564,30.407600563591977,40.9779182842988,0.5,5.0
GALVA CUSD 224,37.6,28.1,26.327543672657196,46.1,33.9,28.799052271978137,52.0,43.536532883723275,47.43711537112406,0.4,4.0
GARDNER CCSD 72C,58.6,59.5,45.233075167298566,41.4,40.5,29.03337032739687,61.8,60.94109912360128,52.14049826146677,0.4,4.0
GAVIN SD 37,34.4,26.8,3.651195580722284,41.8,35.4,4.740195600686514,52.014215356080896,43.54055072826608,22.533862057202313,0.5,5.0
GEFF CCSD 14,46.3,36.4,22.366170244527023,29.9,27.33515655344565,8.062520160617243,51.720047687782156,50.4378554605458,22.658549403045704,0.6,6.0
GEN GEORGE PATTON SD 133,15.3,16.9,10.63089172871442,11.1,12.2,11.175724985377189,20.393438355600964,16.652432062761562,35.72092279295519,0.5,5.0
GENESEO CUSD 228,56.46666666666667,42.56666666666667,45.5,50.79999999999999,37.63333333333333,33.3,47.13333333333333,48.59994351556272,31.777914631326528,0.2,2.0
GENEVA CUSD 304,70.48333333333333,49.153879632427945,45.43333333333334,58.3,42.957353997356,41.925,65.58333333333333,43.59636728338685,52.5,0.3,3.0
GENOA KINGSTON CUSD 424,34.9,28.3,16.9,31.1,22.5,16.70273065690984,29.5,20.475176754182552,30.042706052867523,0.3,3.0
GEORGETOWN-RIDGE FARM CUD 4,36.0,29.5,39.91808457492924,20.6,16.7,25.149353990656884,23.637651980135576,30.92722853862865,45.67781264454028,0.5,5.0
GERMANTOWN HILLS SD 69,84.1,74.0,57.4,70.75,46.3,34.0,78.5,51.0,43.30662914796605,0.1,1.0
GERMANTOWN SD 60,77.3,51.7,44.00816676277342,66.0,37.9,56.647437793972934,62.5,48.77285566881819,63.145805964502685,0.4,4.0
GIANT CITY CCSD 130,74.0,62.7,27.76769170300126,50.4,35.3,19.148083986438714,53.8,44.42753402805618,11.173336219898005,0.4,4.0
GIBSON CITY-MELVIN-SIBLEY CUSD 5,61.5,52.7,24.6,38.9,30.9,9.84102542101997,53.9,44.7,35.68786078571481,0.2,2.0
GIFFORD CCSD 188,56.0,37.5,24.806175510310375,39.1,19.6142023457044,17.838188549930283,50.0,27.17385943028268,56.44407556842831,0.5,5.0
GILLESPIE CUSD 7,58.0,52.1,17.38907002536999,39.5,34.3,14.442294976512567,45.3,36.4,25.862796428606686,0.3,3.0
GLEN ELLYN SD 41,68.825,38.8,41.825,70.475,34.75,47.0,63.47500000000001,32.66355441215741,51.35,0.1,1.0
GLENCOE SD 35,85.6,81.33096848215352,63.6,85.2,74.71946552412898,65.5,81.94466666991627,74.48501901593454,64.67471163077599,0.5,5.0
GLENVIEW CCSD 34,76.13333333333333,54.4,42.233333333333334,69.39999999999999,42.4,39.06666666666667,72.10000000000001,47.05,51.0,0.0,0.0
GOLF ESD 67,55.0,34.0,38.2,62.1,45.1,42.9,55.03351661261998,43.303867783869485,58.10836737513528,0.3,3.0
GOREVILLE CUD 1,44.5,32.8,28.92844891650988,35.9,22.1,22.40134901836931,37.4,22.2,31.786776905563052,0.3,3.0
GOWER SD 62,78.0,58.3,44.1,68.8,58.3,47.1,64.21764385251014,52.60953520556836,46.05377924916685,0.3,3.0
GRAND PRAIRIE CCSD 6,40.0,40.0,9.685200180111854,26.0,26.0,17.957104785995536,18.098308548229905,19.119003041609776,26.700387465055186,0.5,5.0
GRAND RIDGE CCSD 95,64.9,66.7,29.866144573197634,51.1,47.1,34.8432412067458,41.9,40.76957487366443,21.151577536781385,0.4,4.0
GRANITE CITY CUSD 9,25.266666666666666,21.3,8.3,18.0,14.733333333333334,12.3,20.8,15.4,29.89673684467132,0.1,1.0
GRANT CCSD 110,43.6,39.7,49.31625717630349,34.2,29.3,37.69096659814009,45.629529135234826,48.207146765537104,74.58472668603271,0.5,5.0
GRANT PARK CUSD 6,74.5,71.7,34.2,48.2,41.8,26.89412035664011,50.0,41.2,22.084962505189402,0.2,2.0
GRASS LAKE SD 36,47.4,35.4,23.430874193159752,35.1,24.17872433845932,13.102327588792143,44.7,36.72275888873953,39.41023434259696,0.5,5.0
GRAYSLAKE CCSD 46,62.11666666666667,46.81666666666666,37.25,50.18333333333334,35.6,32.825,51.0,33.0,32.7,0.0,0.0
GRAYVILLE CUSD 1,57.4,43.2,27.984771634956157,49.2,40.5,25.48930399795432,56.5,32.87743793555884,25.028480114576134,0.4,4.0
GREENFIELD CUSD 10,44.1,32.1,35.13173004150987,27.4,14.3,23.45409995846225,27.3,10.551052501903314,49.58396322325281,0.4,4.0
GREENVIEW CUSD 200,66.7,62.5,34.63630009086424,60.4,55.42720451724826,36.79835475257735,57.55959867826971,51.501060690040504,49.337735518537855,0.6,6.0
GRIGGSVILLE-PERRY CUSD 4,47.5,39.821407103012696,46.86719804305785,36.6,27.422593826744816,38.928006991057494,53.54309961347016,47.53398001661582,76.81404558030471,0.7,7.0
GURNEE SD 56,30.7,20.5,16.7,19.200000000000003,10.65,18.3,29.049999999999997,11.5,44.04436883460454,0.1,1.0
HAMILTON CCSD 328,63.3,56.6,26.8,41.9,29.5,10.626992797415252,48.0,33.3,14.485523128995876,0.2,2.0
HAMILTON CO CUSD 10,57.25,49.65,28.3,37.0,29.9,26.1,40.650000000000006,42.18613263243611,36.18371878460363,0.2,2.0
HAMPTON SD 29,41.7,28.3,34.5,32.9,24.1,10.027286933980413,50.9,48.52374632618552,44.87275996421687,0.3,3.0
HARDIN COUNTY CUSD 1,52.0,48.0,38.54979956115574,40.0,32.8,27.139949484964998,41.9,36.07480230082964,54.62663732893571,0.4,4.0
HARLEM UD 122,38.3125,32.7875,30.549999999999997,33.075,27.35,24.225,36.08,36.13333333333333,41.500836378101255,0.1,1.0
HARMONY EMGE SD 175,49.4,48.25,16.465020085193274,27.65,26.4,16.539772895785294,30.8,35.706602226500394,31.88034242968284,0.4,4.0
HARRISBURG CUSD 3,46.4,41.4,21.6,37.2,31.3,15.3,34.9,23.3,47.68763676181642,0.1,1.0
HARRISON SD 36,36.6,30.4,16.5,26.4,19.6,7.530352748676605,27.0,23.8,31.11123437130549,0.2,2.0
HARTSBURG EMDEN CUSD 21,39.2,29.881905898231256,9.38793885670727,51.0,44.802030675908284,23.4508340777412,46.12358416262516,51.96468298940298,30.084411149954764,0.7,7.0
HARVARD CUSD 50,18.8,16.05,10.311160364192865,12.25,11.0,14.150754149438406,18.7,14.6,36.42978687857765,0.3,3.0
HARVEY SD 152,24.9,25.025,8.046193237020697,21.375,26.133333333333336,9.227007903394691,27.7,28.6,29.702070665509744,0.3,3.0
HAVANA CUSD 126,44.7,43.8,22.9,37.4,32.5,28.1,42.53352713107484,45.70037237137298,41.47214309310898,0.3,3.0
HAWTHORN CCSD 73,60.4,40.833333333333336,32.56666666666667,56.38333333333333,35.5,32.050000000000004,54.73333333333333,51.25,38.1,0.0,0.0
HAZEL CREST SD 152-5,18.35,18.45,-0.21814876913594183,8.25,8.3,9.062051386691493,18.6,18.8,19.91905970763924,0.3,3.0
HENRY-SENACHWINE CUSD 5,47.3,37.3,21.27819300843408,22.7,13.7,18.354293639005604,47.9,39.0,47.350994834615996,0.3,3.0
HERITAGE CUSD 8,60.1,52.7,26.944191489259385,43.6,21.6,15.399839769150093,47.8,36.4,14.042200337513695,0.3,3.0
HERRIN CUSD 4,60.4,52.6,18.9,54.7,45.5,15.3,44.5,31.0,26.433217119675056,0.1,1.0
HERSCHER CUSD 2,54.2,43.65,28.65,47.7,38.4,27.15,54.7,40.7,26.7,0.0,0.0
HEYWORTH CUSD 4,61.0,41.1,40.7,54.5,35.7,33.3,54.4,32.2498261953277,43.47254646353789,0.2,2.0
HIAWATHA CUSD 426,52.7,48.0,19.7673579391349,37.6,32.0,11.270812565518073,54.8,50.01411107377316,43.01464335422134,0.4,4.0
HIGH MOUNT SD 116,50.3,45.7,30.95455511249494,14.9,8.8,10.216691608147451,19.3,8.117594725723663,24.559270242890182,0.4,4.0
HIGHLAND CUSD 5,71.46666666666667,68.35,53.55,72.3,56.849999999999994,23.8,67.1,44.8,51.40108724375791,0.1,1.0
HILLSBORO CUSD 3,63.1,52.0,22.9,44.3,33.9,23.31219835353759,40.9,23.2,24.968090978243918,0.2,2.0
HILLSIDE SD 93,42.2,38.5,16.837189149307804,23.6,20.8,19.761716037613517,24.8,20.3,37.965711398316536,0.3,3.0
HINCKLEY BIG ROCK CUSD 429,60.55,51.3,21.836357358893533,38.85,29.8,7.918148828011283,52.4,55.0,31.533605819771385,0.3,3.0
HINSDALE CCSD 181,90.55714285714284,73.12030196340987,70.05,89.02857142857144,63.78892535805683,70.96666666666667,80.52857142857144,61.320896035077226,64.7,0.3,3.0
HOLLIS CONS SD 328,55.4,41.7,45.274283984780496,51.1,41.7,38.117882122312146,60.7,58.907718162583436,52.42209693401512,0.4,4.0
HOMER CCSD 33C,71.26666666666667,55.93333333333334,37.63333333333333,64.5,45.76666666666667,40.56666666666667,50.0,32.31224298072714,30.6,0.1,1.0
HOMEWOOD SD 153,52.4,38.9,30.1,37.9,22.3,24.8,45.0,27.6,29.8,0.0,0.0
HOOPESTON AREA CUSD 11,52.6,50.6,16.9,32.5,29.0,13.099796874848124,26.9,22.8,-1.4009291316715107,0.2,2.0
HOOVER-SCHRUM MEMORIAL SD 157,24.3,22.3,17.132183320733922,12.7,12.5,10.240345110874799,32.603348039246725,35.78574768746713,48.53030499387308,0.5,5.0
HORIZON SCIENCE ACAD-BELMONT CHARTER SCH,50.6,48.8,19.1,28.0,26.6,11.549760349502439,23.4,20.2,-1.1453515485277954,0.2,2.0
HORIZON SCIENCE ACAD-MCKINLEY PARK CHARTER SCH,63.6,65.5,37.4,37.5,38.5,17.6,39.2,41.3,24.819793038219192,0.1,1.0
HUNTLEY COMMUNITY SCHOOL DISTRICT 158,71.63333333333334,60.666666666666664,32.166666666666664,62.2,50.4,33.300000000000004,58.36666666666667,47.86666666666667,37.25,0.0,0.0
HUTSONVILLE CUSD 1,37.5,25.9,43.366688460789945,42.7,26.4,35.63111589858302,61.3,53.50762657295183,58.618782835329355,0.4,4.0
IL VALLEY CENTRAL USD 321,64.43333333333334,54.833333333333336,27.8,52.9,39.4,30.6,44.650000000000006,38.9,18.21512492523651,0.1,1.0
ILLINI BLUFFS CUSD 327,64.55,53.3,32.3,41.9,31.65,24.748417399684314,55.75,47.59299917394469,23.228133928692827,0.3,3.0
ILLINI CENTRAL CUSD 189,30.6,22.7,12.34528816926947,35.8,30.7,25.0,25.5,9.504521356480392,46.09392564351525,0.3,3.0
INDIAN CREEK CUSD 425,68.9,57.4,45.129373411087585,61.3,51.1,50.87082334299035,60.119668569579986,55.474430705763254,47.84370708278366,0.5,5.0
INDIAN PRAIRIE CUSD 204,66.3,44.48823529411764,35.64666666666667,64.85238095238095,41.422222222222224,38.63076923076923,59.666666666666664,43.7,36.48124722150375,0.1,1.0
INDIAN SPRINGS SD 109,54.2,50.875,42.75,33.275,29.575000000000003,36.4,31.266666666666666,30.1,54.58214732064389,0.1,1.0
IROQUOIS COUNTY CUSD 9,45.1,40.7,20.8,31.8,28.8,17.148564034596028,54.1,44.7,40.19243294124995,0.2,2.0
IROQUOIS WEST CUSD 10,73.75,71.7,47.513864822945784,67.55,65.35,43.97617034771014,30.9,31.3,32.05038532688419,0.3,3.0
IRVINGTON CCSD 11,38.5,34.5,19.723869848879797,25.6,25.65437309293434,8.784402979246808,43.58735944603838,36.26419381993206,46.92922965943469,0.6,6.0
ISU LABORATORY SCHOOLS,72.4,58.8,49.199604684168776,65.2,70.6,45.81369019925659,80.8,72.0234562288648,61.51865594632333,0.4,4.0
ITASCA SD 10,77.0,68.6,49.3,71.1,60.0,47.8,59.6,46.89271058391135,66.01407164133974,0.2,2.0
IUKA CCSD 7,75.2,65.8,45.09344185766819,61.3,56.0,45.79836414325843,60.0,51.7,28.5746713802667,0.3,3.0
JACKSONVILLE SD 117,49.28333333333333,44.06666666666666,21.3,37.266666666666666,29.98,21.3,44.25,38.36666666666667,30.898218158163942,0.1,1.0
JASPER CCSD 17,69.6,53.5,44.269343181975856,60.0,41.9,27.565104858341176,71.4,53.713513132670016,48.78766392514995,0.4,4.0
JASPER COUNTY CUD 1,56.4,44.0,21.2,53.6,42.0,24.979648622781813,46.5,37.0,24.742165706501854,0.2,2.0
JERSEY CUSD 100,54.05,44.4,36.09066374637168,53.599999999999994,40.5,23.3,55.13003352719486,47.095481337948485,49.10666455425889,0.4,4.0
JOHNSBURG CUSD 12,44.7,34.8,18.2,40.7,29.1,15.7,43.1,30.8,23.854161722159063,0.1,1.0
JOHNSTON CITY CUSD 1,37.25,36.05,45.087934827293346,28.6,25.3,41.261254439966244,35.0,29.3,66.83817510077053,0.3,3.0
JOLIET PSD 86,30.84,31.033333333333335,43.5,24.3,24.446666666666665,38.28162851163011,28.71111111111111,29.033333333333335,59.39094778755669,0.2,2.0
JOPPA-MAPLE GROVE UD 38,58.6,51.2,25.979441681110515,45.8,40.5,20.24875704350034,53.37924151528337,49.39523029160282,24.53562551851819,0.5,5.0
KANELAND CUSD 302,63.64,50.25,41.92,48.3,34.233333333333334,29.7,52.64,40.0,38.0910922145018,0.1,1.0
KANKAKEE SD 111,24.8,28.0,10.063692359900996,17.56,16.16,6.765042730003778,20.3,19.133333333333336,15.34663435828089,0.3,3.0
KANSAS CUSD 3,58.0,49.09637885248398,34.7881173041114,26.0,15.793858908365786,28.707139236160508,78.6,50.91534916146081,62.257591968006125,0.6,6.0
KEENEYVILLE SD 20,43.5,37.2,37.94472317415329,36.6,32.75,23.8,40.4,35.1,59.22642568030328,0.2,2.0
KELL CONS SD 2,39.0,32.58534749338994,23.623615006935346,43.74176161330034,48.23147810757662,31.616247664065988,50.7784665372769,43.743885772178736,39.06315329351879,0.8,8.0
KENILWORTH SD 38,87.0,75.282447678159,71.9,84.6,72.885032446483,67.4,84.8,79.5282437373296,73.5,0.3,3.0
KEWANEE CUSD 229,50.1,45.1,36.570165388726224,43.7,39.63333333333333,37.17143063877031,56.4,51.099999999999994,55.76387128367106,0.3,3.0
KILDEER COUNTRYSIDE CCSD 96,77.175,43.8,45.666666666666664,74.575,37.5,45.5,75.3,33.607610099578764,52.5,0.1,1.0
KINGS CONS SD 144,67.9,59.1,39.08976884951953,47.2,35.80082238325729,29.304601003257854,55.938817961256575,44.03156768547312,43.45607474640571,0.6,6.0
KINNIKINNICK CCSD 131,61.5,47.25,33.1,59.2,41.099999999999994,45.65,55.0,43.3,35.9,0.0,0.0
KIRBY SD 140,58.92,45.58,27.6,58.279999999999994,46.575,36.019999999999996,36.18,31.796404493823953,26.095682621798368,0.2,2.0
KNOXVILLE CUSD 202,60.5,48.2,39.3,49.0,42.9,43.96295272712552,42.45519395606263,40.294085420296454,39.84877857697343,0.4,4.0
KOMAREK SD 94,55.9,46.8,32.9,32.3,22.5,11.504850916913892,46.9,36.1,34.50176216837504,0.2,2.0
LA GRANGE SD 102,71.9,45.95,43.475,65.125,29.4,43.3,58.675,20.270976195827437,42.5,0.1,1.0
LA GRANGE SD 105 SOUTH,68.075,56.46666666666667,54.5,59.525000000000006,47.36666666666667,62.85,62.65,52.90030289873515,48.90067813409347,0.2,2.0
LA HARPE CSD 347,52.4,51.1,35.299133387032725,30.5,30.4,29.055693305523928,48.6,47.2,38.96162864363257,0.3,3.0
LA MOILLE CUSD 303,21.4,15.687184400340122,19.36225697384266,19.6,13.999993182245575,16.2465313728002,38.38120861485995,40.66526822737386,52.238854058816976,0.7,7.0
LA SALLE ESD 122,38.4,35.4,33.56099652178021,20.7,17.2,22.08741365275643,36.9,36.5,40.16163881324607,0.3,3.0
LADD CCSD 94,51.5,34.0,30.960636506212897,36.0,23.1,20.019671059115886,44.729862405053936,30.693714674639924,45.33910065807603,0.5,5.0
LAGRANGE HIGHLANDS SD 106,85.6,76.37993265719595,67.6,83.2,66.60836813964346,55.9,70.00360677149467,57.70062661628116,42.507908959527775,0.5,5.0
LAKE BLUFF ESD 65,70.5,44.8,45.5,60.1,28.056441850853886,30.3,52.7,19.286437693747565,47.643587922192836,0.3,3.0
LAKE FOREST SD 67,82.575,70.16141361360262,64.725,83.025,70.97345169521711,68.0,62.8,59.69885316385511,48.2,0.3,3.0
LAKE VILLA CCSD 41,55.3,43.166666666666664,28.266666666666666,37.9,25.633333333333336,19.8,52.5,42.6,35.19066216317566,0.1,1.0
LAKE ZURICH CUSD 95,80.92,70.55030099153848,58.17999999999999,72.36,64.2517613443204,53.779999999999994,69.08,57.60110120014733,61.45,0.3,3.0
LANSING SD 158,42.7,42.7,22.43979385782441,27.766666666666666,27.6,16.247943749386334,29.53333333333333,29.53333333333333,39.61399130724847,0.3,3.0
LARAWAY CCSD 70C,45.7,45.7,18.55800201840053,16.7,16.7,-0.232674375489478,40.0,40.0,16.786913683328955,0.3,3.0
LAWRENCE COUNTY CUD 20,47.0,43.5,23.8,33.2,29.0,22.2,35.6,27.9,30.517561206590038,0.1,1.0
LEARN JOHN AND KATHY SCHREIBER CHARTER SCHOOL,65.8,64.4,37.8,34.9,33.3,28.377202756464893,38.2,34.8,29.316407519185162,0.2,2.0
LEBANON CUSD 9,63.5,54.0,24.410786566146516,51.1,28.0,13.924175823964346,52.1,38.25828955835988,37.82958628306724,0.4,4.0
